섹터코드,섹터명,종목코드,종목명
En,에너지,A000440,중앙에너비스
En,에너지,A002960,한국쉘석유
En,에너지,A003650,미창석유
En,에너지,A006120,SK디스커버리
En,에너지,A010950,S-Oil
En,에너지,A012320,경동인베스트
En,에너지,A017940,E1
En,에너지,A018670,SK가스
En,에너지,A024060,흥구석유
En,에너지,A053620,태양
En,에너지,A060900,DGP
En,에너지,A065420,에스아이리소스
En,에너지,A096770,SK이노베이션
En,에너지,A098070,한텍
En,에너지,A101970,우양에이치씨
En,에너지,A136150,원일티엔아이
En,에너지,A137950,제이씨케미칼
En,에너지,A267250,HD현대
En,에너지,A457550,우진엔텍
En,에너지,A475150,SK이터닉스
Ma,소재,A000180,성창기업지주
Ma,소재,A000210,DL
Ma,소재,A000320,노루홀딩스
Ma,소재,A000390,삼화페인트
Ma,소재,A000670,영풍
Ma,소재,A000760,이화산업
Ma,소재,A000860,강남제비스코
Ma,소재,A000910,유니온
Ma,소재,A001020,페이퍼코리아
Ma,소재,A001080,만호제강
Ma,소재,A001230,동국홀딩스
Ma,소재,A001340,PKC
Ma,소재,A001390,KG케미칼
Ma,소재,A001430,세아베스틸지주
Ma,소재,A001520,동양
Ma,소재,A001550,조비
Ma,소재,A001570,금양
Ma,소재,A001770,SHD
Ma,소재,A001810,무림SP
Ma,소재,A001940,KISCO홀딩스
Ma,소재,A002030,아세아
Ma,소재,A002100,경농
Ma,소재,A002200,한국수출포장
Ma,소재,A002220,한일철강
Ma,소재,A002240,고려제강
Ma,소재,A002310,아세아제지
Ma,소재,A002360,SH에너지화학
Ma,소재,A002380,KCC
Ma,소재,A002690,동일제강
Ma,소재,A002710,TCC스틸
Ma,소재,A002760,보락
Ma,소재,A002820,SUN&L
Ma,소재,A002840,미원상사
Ma,소재,A002870,신풍
Ma,소재,A003030,세아제강지주
Ma,소재,A003080,SB성보
Ma,소재,A003240,태광산업
Ma,소재,A003300,한일홀딩스
Ma,소재,A003580,HLB글로벌
Ma,소재,A003670,포스코퓨처엠
Ma,소재,A003720,삼영
Ma,소재,A003780,진양산업
Ma,소재,A004000,롯데정밀화학
Ma,소재,A004020,현대제철
Ma,소재,A004090,한국석유
Ma,소재,A004150,한솔홀딩스
Ma,소재,A004250,NPC
Ma,소재,A004430,송원산업
Ma,소재,A004440,삼일씨엔에스
Ma,소재,A004450,삼화왕관
Ma,소재,A004560,현대비앤지스틸
Ma,소재,A004650,창해에탄올
Ma,소재,A004780,대륙제관
Ma,소재,A004830,덕성
Ma,소재,A004870,티웨이홀딩스
Ma,소재,A004890,동일산업
Ma,소재,A004910,조광페인트
Ma,소재,A004980,성신양회
Ma,소재,A005010,휴스틸
Ma,소재,A005160,동국산업
Ma,소재,A005290,동진쎄미켐
Ma,소재,A005420,코스모화학
Ma,소재,A005490,POSCO홀딩스
Ma,소재,A005810,풍산홀딩스
Ma,소재,A005820,원림
Ma,소재,A005950,이수화학
Ma,소재,A006110,삼아알미늄
Ma,소재,A006380,카프로
Ma,소재,A006390,한일현대시멘트
Ma,소재,A006650,대한유화
Ma,소재,A006740,영풍제지
Ma,소재,A006890,태경케미컬
Ma,소재,A006920,모헨즈
Ma,소재,A007110,일신석재
Ma,소재,A007280,한국특강
Ma,소재,A007590,동방아그로
Ma,소재,A007690,국도화학
Ma,소재,A007770,한일화학
Ma,소재,A008250,이건산업
Ma,소재,A008260,NI스틸
Ma,소재,A008350,남선알미늄
Ma,소재,A008420,문배철강
Ma,소재,A008730,율촌화학
Ma,소재,A008870,금비
Ma,소재,A008970,동양철관
Ma,소재,A009190,대양금속
Ma,소재,A009200,무림페이퍼
Ma,소재,A009460,한창제지
Ma,소재,A009520,포스코엠텍
Ma,소재,A009580,무림P&P
Ma,소재,A009620,삼보산업
Ma,소재,A009730,이렘
Ma,소재,A009770,삼정펄프
Ma,소재,A009780,엠에스씨
Ma,소재,A009810,플레이그램
Ma,소재,A009830,한화솔루션
Ma,소재,A010060,OCI홀딩스
Ma,소재,A010130,고려아연
Ma,소재,A010640,진양폴리
Ma,소재,A011170,롯데케미칼
Ma,소재,A011280,태림포장
Ma,소재,A011390,부산산업
Ma,소재,A011500,한농화성
Ma,소재,A011780,금호석유화학
Ma,소재,A011790,SKC
Ma,소재,A012160,영흥
Ma,소재,A012610,경인양행
Ma,소재,A012620,원일특강
Ma,소재,A012630,HDC
Ma,소재,A012800,대창
Ma,소재,A013000,세우글로벌
Ma,소재,A014160,대영포장
Ma,소재,A014280,금강공업
Ma,소재,A014440,영보화학
Ma,소재,A014530,극동유화
Ma,소재,A014580,태경비케이
Ma,소재,A014680,한솔케미칼
Ma,소재,A014820,동원시스템즈
Ma,소재,A014830,유니드
Ma,소재,A014910,성문전자
Ma,소재,A014970,삼륭물산
Ma,소재,A015890,태경산업
Ma,소재,A016380,KG스틸
Ma,소재,A016590,신대양제지
Ma,소재,A017480,삼현철강
Ma,소재,A017650,대림제지
Ma,소재,A017860,DS단석
Ma,소재,A017890,한국알콜
Ma,소재,A017960,한국카본
Ma,소재,A018290,브이티
Ma,소재,A018470,조일알미늄
Ma,소재,A019440,세아특수강
Ma,소재,A021040,대호특수강
Ma,소재,A021050,서원
Ma,소재,A023000,삼원강재
Ma,소재,A023410,유진기업
Ma,소재,A023440,제이스코홀딩스
Ma,소재,A023450,동남합성
Ma,소재,A023600,삼보판지
Ma,소재,A023790,동일스틸럭스
Ma,소재,A024070,WISCOM
Ma,소재,A024090,디씨엠
Ma,소재,A024890,대원화성
Ma,소재,A025000,KPX케미칼
Ma,소재,A025550,한국선재
Ma,소재,A025750,한솔홈데코
Ma,소재,A025820,이구산업
Ma,소재,A025860,남해화학
Ma,소재,A025890,한국주강
Ma,소재,A025900,동화기업
Ma,소재,A026910,광진실업
Ma,소재,A026940,부국철강
Ma,소재,A027580,상보
Ma,소재,A027970,한국제지
Ma,소재,A032560,황금에스티
Ma,소재,A032860,더라미
Ma,소재,A032980,바이온
Ma,소재,A033310,엠투엔
Ma,소재,A033500,동성화인텍
Ma,소재,A036640,HRS
Ma,소재,A036670,삼양케이씨아이
Ma,소재,A036830,솔브레인홀딩스
Ma,소재,A037230,한국팩키지
Ma,소재,A037370,EG
Ma,소재,A037760,쎄니트
Ma,소재,A038010,제일테크노스
Ma,소재,A038500,삼표시멘트
Ma,소재,A039240,경남스틸
Ma,소재,A042040,케이피엠테크
Ma,소재,A045060,오공
Ma,소재,A048470,대동스틸
Ma,소재,A048830,엔피케이
Ma,소재,A049550,잉크테크
Ma,소재,A049830,승일
Ma,소재,A050760,에스폴리텍
Ma,소재,A051910,LG화학
Ma,소재,A053260,금강철강
Ma,소재,A055490,테이팩스
Ma,소재,A056700,신화인터텍
Ma,소재,A058430,포스코스틸리온
Ma,소재,A058450,한주에이알티
Ma,소재,A058650,세아홀딩스
Ma,소재,A058730,다스코
Ma,소재,A060230,소니드
Ma,소재,A060380,동양에스텍
Ma,소재,A060480,국일신동
Ma,소재,A060560,홈센타홀딩스
Ma,소재,A069260,TKG휴켐스
Ma,소재,A069460,대호에이엘
Ma,소재,A071090,하이스틸
Ma,소재,A074430,아미노로직스
Ma,소재,A075970,동국알앤에스
Ma,소재,A078130,국일제지
Ma,소재,A078140,대봉엘에스
Ma,소재,A078940,퀀타피아
Ma,소재,A079170,한창산업
Ma,소재,A079650,서산
Ma,소재,A081000,일진다이아
Ma,소재,A081150,티플랙스
Ma,소재,A083420,그린케미칼
Ma,소재,A084010,대한제강
Ma,소재,A086520,에코프로
Ma,소재,A086710,선진뷰티사이언스
Ma,소재,A090350,노루페인트
Ma,소재,A090410,덕신이피씨
Ma,소재,A091340,S&K폴리텍
Ma,소재,A091970,나노캠텍
Ma,소재,A092070,디엔에프
Ma,소재,A092230,KPX홀딩스
Ma,소재,A092790,넥스틸
Ma,소재,A093370,후성
Ma,소재,A095500,미래나노텍
Ma,소재,A097870,효성오앤비
Ma,소재,A100250,진양홀딩스
Ma,소재,A101240,씨큐브
Ma,소재,A102260,동성케미컬
Ma,소재,A102710,이엔에프테크놀로지
Ma,소재,A103140,풍산
Ma,소재,A104700,한국철강
Ma,소재,A104830,원익머트리얼즈
Ma,소재,A105330,케이엔더블유
Ma,소재,A107590,미원홀딩스
Ma,소재,A107600,새빗켐
Ma,소재,A109070,주성코퍼레이션
Ma,소재,A109860,동일금속
Ma,소재,A110020,전진바이오팜
Ma,소재,A112290,와이씨켐
Ma,소재,A114630,폴라리스우노
Ma,소재,A115570,스타플렉스
Ma,소재,A120030,조선선재
Ma,소재,A120110,코오롱인더
Ma,소재,A120240,대정화금
Ma,소재,A121600,나노신소재
Ma,소재,A121850,코이즈
Ma,소재,A126560,현대퓨처넷
Ma,소재,A126600,BGF에코머티리얼즈
Ma,소재,A128660,피제이메탈
Ma,소재,A131100,티엔엔터테인먼트
Ma,소재,A133820,화인베스틸
Ma,소재,A134380,미원화학
Ma,소재,A136410,아셈스
Ma,소재,A138070,신진에스엠
Ma,소재,A138360,협진
Ma,소재,A138490,코오롱ENP
Ma,소재,A139990,아주스틸
Ma,소재,A140520,대창스틸
Ma,소재,A155660,DSR
Ma,소재,A159910,에코글로우
Ma,소재,A161000,애경케미칼
Ma,소재,A163280,에어레인
Ma,소재,A170920,엘티씨
Ma,소재,A178920,PI첨단소재
Ma,소재,A183190,아세아시멘트
Ma,소재,A186230,그린플러스
Ma,소재,A187420,HLB제넥스
Ma,소재,A187790,나노
Ma,소재,A192390,윈하이텍
Ma,소재,A196700,웹스
Ma,소재,A198440,강동씨앤엘
Ma,소재,A213500,한솔제지
Ma,소재,A220260,켐트로스
Ma,소재,A221980,케이디켐
Ma,소재,A222420,쎄노텍
Ma,소재,A225530,보광산업
Ma,소재,A228340,동양파일
Ma,소재,A238090,앤디포스
Ma,소재,A247660,나노씨엠에스
Ma,소재,A250930,예선테크
Ma,소재,A251370,와이엠티
Ma,소재,A251970,펌텍코리아
Ma,소재,A255220,SG
Ma,소재,A260970,에스앤디
Ma,소재,A263770,유에스티
Ma,소재,A265740,엔에프씨
Ma,소재,A268280,미원에스씨
Ma,소재,A272550,삼양패키징
Ma,소재,A278280,천보
Ma,소재,A281740,레이크머티리얼즈
Ma,소재,A285130,SK케미칼
Ma,소재,A285800,진영
Ma,소재,A286750,나노실리칸첨단소재
Ma,소재,A290380,대유
Ma,소재,A294140,레몬
Ma,소재,A295310,에이치브이엠
Ma,소재,A298000,효성화학
Ma,소재,A298020,효성티앤씨
Ma,소재,A298050,HS효성첨단소재
Ma,소재,A300720,한일시멘트
Ma,소재,A306200,세아제강
Ma,소재,A317870,엔바이오니아
Ma,소재,A318000,KBG
Ma,소재,A318410,비비씨
Ma,소재,A332290,누보
Ma,소재,A340440,세림B&G
Ma,소재,A348370,엔켐
Ma,소재,A352940,인바이오
Ma,소재,A357550,석경에이티
Ma,소재,A357780,솔브레인
Ma,소재,A361610,SK아이이테크놀로지
Ma,소재,A417010,나노팀
Ma,소재,A446070,유니드비티플러스
Ma,소재,A456040,OCI
Ma,소재,A457190,이수스페셜티케미컬
Ma,소재,A460850,동국씨엠
Ma,소재,A460860,동국제강
Ma,소재,A460870,에스엠씨지
Ma,소재,A462520,조선내화
In,산업,A000120,CJ대한통운
In,산업,A000150,두산
In,산업,A000480,CR홀딩스
In,산업,A000490,대동
In,산업,A000500,가온전선
In,산업,A000590,CS홀딩스
In,산업,A000650,천일고속
In,산업,A000700,유수홀딩스
In,산업,A000720,현대건설
In,산업,A000850,화천기공
In,산업,A000880,한화
In,산업,A000970,한국주철관
In,산업,A001040,CJ
In,산업,A001120,LX인터내셔널
In,산업,A001140,국보
In,산업,A001210,금호전기
In,산업,A001250,GS글로벌
In,산업,A001260,남광토건
In,산업,A001440,대한전선
In,산업,A001470,삼부토건
In,산업,A001560,제일연마
In,산업,A001740,SK네트웍스
In,산업,A001780,알루코
In,산업,A001840,이화공영
In,산업,A002020,코오롱
In,산업,A002150,도화엔지니어링
In,산업,A002290,삼일기업공사
In,산업,A002320,한진
In,산업,A002410,범양건영
In,산업,A002460,HS화성
In,산업,A002780,진흥기업
In,산업,A002810,삼영무역
In,산업,A002900,TYM
In,산업,A002990,금호건설
In,산업,A003010,혜인
In,산업,A003070,코오롱글로벌
In,산업,A003100,선광
In,산업,A003280,흥아해운
In,산업,A003490,대한항공
In,산업,A003550,LG
In,산업,A003570,SNT다이내믹스
In,산업,A004140,동방
In,산업,A004360,세방
In,산업,A004380,삼익THK
In,산업,A004800,효성
In,산업,A004960,한신공영
In,산업,A004990,롯데지주
In,산업,A005360,모나미
In,산업,A005430,한국공항  
In,산업,A005440,현대지에프홀딩스
In,산업,A005750,대림바스
In,산업,A005880,대한해운
In,산업,A005960,동부건설
In,산업,A006050,국영지앤엠
In,산업,A006260,LS
In,산업,A006340,대원전선
In,산업,A006360,GS건설
In,산업,A006570,대림통상
In,산업,A006840,AK홀딩스
In,산업,A006910,보성파워텍
In,산업,A007120,미래아이앤지
In,산업,A007210,벽산
In,산업,A007460,에이프로젠
In,산업,A007530,와이엠
In,산업,A007610,선도전기
In,산업,A007820,에스엠코어
In,산업,A008470,부스타
In,산업,A009070,KCTC
In,산업,A009160,SIMPAC
In,산업,A009180,한솔로지스틱스
In,산업,A009410,태영건설
In,산업,A009440,KC그린홀딩스
In,산업,A009450,경동나비엔
In,산업,A009540,HD한국조선해양
In,산업,A010040,한국내화
In,산업,A010120,LS ELECTRIC
In,산업,A010140,삼성중공업
In,산업,A010240,흥국
In,산업,A010400,우진아이엔에스
In,산업,A010420,한솔PNS
In,산업,A010620,HD현대미포
In,산업,A010660,화천기계
In,산업,A010780,아이에스동서
In,산업,A010820,퍼스텍
In,산업,A010960,삼호개발
In,산업,A011200,HMM
In,산업,A011370,서한
In,산업,A011560,세보엠이씨
In,산업,A011690,와이투솔루션
In,산업,A011700,한신기계
In,산업,A011760,현대코퍼레이션
In,산업,A011810,STX
In,산업,A012450,한화에어로스페이스
In,산업,A012750,에스원
In,산업,A013030,하이록코리아
In,산업,A013360,일성건설
In,산업,A013570,디와이
In,산업,A013580,계룡건설
In,산업,A013700,까뮤이앤씨
In,산업,A013810,스페코
In,산업,A014130,한익스프레스
In,산업,A014190,원익큐브
In,산업,A014200,광림
In,산업,A014620,성광벤드
In,산업,A014790,HL D&I
In,산업,A014940,오리엔탈정공
In,산업,A015230,대창단조
In,산업,A015590,DKME
In,산업,A015860,일진홀딩스
In,산업,A016250,SGC E&C
In,산업,A016800,퍼시스
In,산업,A016880,웅진
In,산업,A016920,카스
In,산업,A017000,신원종합개발
In,산업,A017040,광명전기
In,산업,A017510,세명전기
In,산업,A017550,수산세보틱스
In,산업,A017800,현대엘리베이터
In,산업,A018000,유니슨
In,산업,A018310,삼목에스폼
In,산업,A019210,와이지-원
In,산업,A019990,에너토크
In,산업,A020560,아시아나항공
In,산업,A020710,시공테크
In,산업,A021320,KCC건설
In,산업,A021650,한국큐빅
In,산업,A022220,TKG애강
In,산업,A023160,태광
In,산업,A023350,한국종합기술
In,산업,A023960,에쓰씨엔지니어링
In,산업,A024800,유성티엔에스
In,산업,A024810,이화전기
In,산업,A024880,케이피에프
In,산업,A025540,한국단자
In,산업,A025950,동신건설
In,산업,A026150,특수건설
In,산업,A027040,서울전자통신
In,산업,A027410,BGF
In,산업,A028050,삼성E&A
In,산업,A028100,동아지질
In,산업,A028260,삼성물산
In,산업,A028670,팬오션
In,산업,A029960,코엔텍
In,산업,A030190,NICE평가정보
In,산업,A030960,양지사
In,산업,A032280,삼일
In,산업,A032790,엠젠솔루션
In,산업,A033100,제룡전기
In,산업,A033200,모아텍
In,산업,A033540,파라텍
In,산업,A034020,두산에너빌리티
In,산업,A034300,신세계건설
In,산업,A034730,SK
In,산업,A035200,프럼파스트
In,산업,A035890,서희건설
In,산업,A036190,금화피에스시
In,산업,A036560,KZ정밀
In,산업,A036890,진성티이씨
In,산업,A037350,성도이엔지
In,산업,A037400,우리엔터프라이즈
In,산업,A037440,희림
In,산업,A038390,레드캡투어
In,산업,A039020,이건홀딩스
In,산업,A039610,화성밸브
In,산업,A040610,SG&G
In,산업,A041440,현대에버다임
In,산업,A041460,한국전자인증
In,산업,A042370,비츠로테크
In,산업,A042660,한화오션
In,산업,A042670,HD현대인프라코어
In,산업,A042940,상지건설
In,산업,A043200,파루
In,산업,A043220,티에스넥스젠
In,산업,A043340,에쎈테크
In,산업,A043910,자연과환경
In,산업,A044060,조광ILI
In,산업,A044450,KSS해운
In,산업,A044490,태웅
In,산업,A045100,한양이엔지
In,산업,A045520,크린앤사이언스
In,산업,A046120,오르비텍
In,산업,A046940,우원개발
In,산업,A047040,대우건설
In,산업,A047050,포스코인터내셔널
In,산업,A047810,한국항공우주
In,산업,A048770,TPC
In,산업,A049430,코메론
In,산업,A049720,고려신용정보
In,산업,A049800,우진플라임
In,산업,A050860,아세아텍
In,산업,A051490,나라엠앤디
In,산업,A051600,한전KPS
In,산업,A052300,오션인더블유
In,산업,A052600,한네트
In,산업,A052690,한전기술
In,산업,A053080,케이엔솔
In,산업,A053160,프리엠스
In,산업,A053690,한미글로벌
In,산업,A054180,메디콕스
In,산업,A054210,이랜텍
In,산업,A054300,팬스타엔터프라이즈
In,산업,A054410,케이피티유
In,산업,A054540,삼영엠텍
In,산업,A054930,유신
In,산업,A054940,엑사이엔씨
In,산업,A054950,제이브이엠
In,산업,A056190,에스에프에이
In,산업,A058610,에스피지
In,산업,A058850,KTcs
In,산업,A058860,KTis
In,산업,A059270,해성에어로보틱스
In,산업,A060150,인선이엔티
In,산업,A060260,뉴보텍
In,산업,A060370,LS마린솔루션
In,산업,A061040,알에프텍
In,산업,A062040,산일전기
In,산업,A063440,SM Life Design
In,산업,A063570,NICE인프라
In,산업,A064350,현대로템
In,산업,A064820,케이프
In,산업,A065350,신성델타테크
In,산업,A065450,빅텍
In,산업,A065710,서호전기
In,산업,A067170,오텍
In,산업,A067390,아스트
In,산업,A067730,로지시스
In,산업,A067900,와이엔텍
In,산업,A068240,다원시스
In,산업,A068330,일신바이오
In,산업,A069140,누리플랜
In,산업,A069730,DSR제강
In,산업,A071670,에이테크솔루션
In,산업,A071950,코아스
In,산업,A071970,HD현대마린엔진
In,산업,A072520,제넨바이오
In,산업,A072990,에이치시티
In,산업,A073010,케이에스피
In,산업,A073190,듀오백
In,산업,A073640,테라사이언스
In,산업,A074610,이엔플러스
In,산업,A075580,세진중공업
In,산업,A076080,웰크론한텍
In,산업,A077970,STX엔진
In,산업,A078930,GS
In,산업,A079000,와토스코리아
In,산업,A079550,LIG넥스원
In,산업,A079900,전진건설로봇
In,산업,A079960,동양이엔피
In,산업,A082740,한화엔진
In,산업,A082920,비츠로셀
In,산업,A083650,비에이치아이
In,산업,A084180,수성웹툰
In,산업,A084670,동양고속
In,산업,A085310,엔케이
In,산업,A085910,네오티스
In,산업,A086280,현대글로비스
In,산업,A086670,비엠티
In,산업,A089140,넥스턴바이오
In,산업,A089590,제주항공
In,산업,A089860,롯데렌탈
In,산업,A090710,휴림로봇
In,산업,A091090,세원이앤씨
In,산업,A091580,상신이디피
In,산업,A091590,남화토건
In,산업,A091810,티웨이항공
In,산업,A092130,이크레더블
In,산업,A092440,기신정기
In,산업,A094280,효성ITX
In,산업,A094820,일진파워
In,산업,A095190,이엠코리아
In,산업,A095570,AJ네트웍스
In,산업,A096350,대창솔루션
In,산업,A097230,HJ중공업
In,산업,A099220,SDN
In,산업,A099320,쎄트렉아이
In,산업,A099410,동방선기
In,산업,A099440,스맥
In,산업,A100090,SK오션플랜트
In,산업,A100130,동국S&C
In,산업,A100660,서암기계공업
In,산업,A100840,SNT에너지
In,산업,A101000,KS인더스트리
In,산업,A101170,우림피티에스
In,산업,A101670,하이드로리튬
In,산업,A101680,한국정밀기계
In,산업,A101930,인화정공
In,산업,A103230,에스앤더블류
In,산업,A103590,일진전기
In,산업,A104460,디와이피엔에프
In,산업,A105740,디케이락
In,산업,A105760,포스뱅크
In,산업,A106240,파인테크닉스
In,산업,A108380,대양전기공업
In,산업,A108670,LX하우시스
In,산업,A109610,에스와이
In,산업,A112610,씨에스윈드
In,산업,A114190,강원에너지
In,산업,A115530,씨엔플러스
In,산업,A117730,티로보틱스
In,산업,A119500,포메탈
In,산업,A119650,KC코트렐
In,산업,A119850,지엔씨에너지
In,산업,A122900,아이마켓코리아
In,산업,A123840,뉴온
In,산업,A124560,태웅로직스
In,산업,A125020,티씨머티리얼즈
In,산업,A125210,아모그린텍
In,산업,A126720,수산인더스트리
In,산업,A126880,제이엔케이글로벌
In,산업,A129260,인터지스
In,산업,A129920,대성하이텍
In,산업,A130580,나이스디앤비
In,산업,A134790,시디즈
In,산업,A137080,나래나노텍
In,산업,A137400,피엔티
In,산업,A140670,알에스오토메이션
In,산업,A143240,사람인
In,산업,A145210,다이나믹디자인
In,산업,A147830,제룡산업
In,산업,A148930,에이치와이티씨
In,산업,A154040,다산솔루에타
In,산업,A160190,하이젠알앤엠
In,산업,A162300,신스틸
In,산업,A171120,라이온켐텍
In,산업,A180640,한진칼
In,산업,A187220,디티앤씨
In,산업,A189860,서전기전
In,산업,A195990,에이비프로바이오
In,산업,A199430,케이엔알시스템
In,산업,A199820,제일일렉트릭
In,산업,A204620,글로벌텍스프리
In,산업,A210540,디와이파워
In,산업,A215090,솔디펜스
In,산업,A217820,원익피앤이
In,산업,A221840,하이즈항공
In,산업,A222080,씨아이에스
In,산업,A226360,KH 건설
In,산업,A229640,LS에코에너지
In,산업,A230980,비유테크놀러지
In,산업,A241560,두산밥캣
In,산업,A243840,신흥에스이씨
In,산업,A247540,에코프로비엠
In,산업,A257370,피엔티엠에스
In,산업,A258610,케일럼
In,산업,A259630,엠플러스
In,산업,A262260,에이프로
In,산업,A263540,어스앤에어로스페이스
In,산업,A264850,이랜시스
In,산업,A267260,HD현대일렉트릭
In,산업,A267270,HD현대건설기계
In,산업,A267320,나인테크
In,산업,A270520,앱트뉴로사이언스
In,산업,A272210,한화시스템
In,산업,A272450,진에어
In,산업,A273640,와이엠텍
In,산업,A274090,켄코아에어로스페이스
In,산업,A277810,레인보우로보틱스
In,산업,A277880,티에스아이
In,산업,A282720,금양그린파워
In,산업,A282880,코윈테크
In,산업,A285490,노바텍
In,산업,A288620,에스퓨얼셀
In,산업,A289930,웨이비스
In,산업,A290670,대보마그네틱
In,산업,A290690,소룩스
In,산업,A294630,서남
In,산업,A294870,HDC현대산업개발
In,산업,A297090,씨에스베어링
In,산업,A298040,효성중공업
In,산업,A298690,에어부산
In,산업,A299030,하나기술
In,산업,A307180,아이엘
In,산업,A317830,에스피시스템스
In,산업,A317850,대모
In,산업,A319400,현대무벡스
In,산업,A323350,다원넥스뷰
In,산업,A329180,HD현대중공업
In,산업,A333430,일승
In,산업,A333620,엔시스
In,산업,A336060,웨이버스
In,산업,A336260,두산퓨얼셀
In,산업,A340930,유일에너테크
In,산업,A344820,KCC글라스
In,산업,A348340,뉴로메카
In,산업,A352700,씨앤투스
In,산업,A360070,탑머티리얼
In,산업,A361390,제노코
In,산업,A365330,에스와이스틸텍
In,산업,A365340,성일하이텍
In,산업,A372170,윤성에프앤씨
In,산업,A372910,한컴라이프케어
In,산업,A373220,LG에너지솔루션
In,산업,A375500,DL이앤씨
In,산업,A376980,원티드랩
In,산업,A377330,이지트로닉스
In,산업,A381620,제닉스
In,산업,A382480,지아이텍
In,산업,A382800,지앤비에스 에코
In,산업,A382840,원준
In,산업,A382900,범한퓨얼셀
In,산업,A383310,에코프로에이치엔
In,산업,A383800,LX홀딩스
In,산업,A388050,지투파워
In,산업,A388720,유일로보틱스
In,산업,A389500,에스비비테크
In,산업,A393890,더블유씨피
In,산업,A402340,SK스퀘어
In,산업,A403550,쏘카
In,산업,A413630,씨피시스템
In,산업,A415380,스튜디오삼익
In,산업,A418550,제이오
In,산업,A419080,엔젯
In,산업,A440320,오픈놀
In,산업,A443060,HD현대마린솔루션
In,산업,A448280,에코아이
In,산업,A448710,코츠테크놀로지
In,산업,A450080,에코프로머티
In,산업,A451760,컨텍
In,산업,A452280,한선엔지니어링
In,산업,A454910,두산로보틱스
In,산업,A459510,나우로보틱스
In,산업,A460930,현대힘스
In,산업,A462350,이노스페이스
In,산업,A465770,STX그린로지스
In,산업,A466100,클로봇
In,산업,A474170,루미르
In,산업,A474610,RF시스템즈
In,산업,A474650,링크솔루션
In,산업,A475400,씨메스
In,산업,A475430,키스트론
In,산업,A479960,위너스
In,산업,A480370,씨케이솔루션
In,산업,A484810,티엑스알로보틱스
In,산업,A484870,엠앤씨솔루션
In,산업,A487570,HS효성
In,산업,A489790,한화비전
In,산업,A950140,잉글우드랩
CD,임의소비재,A000040,KR모터스
CD,임의소비재,A000050,경방
CD,임의소비재,A000240,한국앤컴퍼니
CD,임의소비재,A000270,기아
CD,임의소비재,A000300,DH오토넥스
CD,임의소비재,A000430,대원강업
CD,임의소비재,A000680,LS네트웍스
CD,임의소비재,A000950,전방
CD,임의소비재,A001000,신라섬유
CD,임의소비재,A001070,대한방직
CD,임의소비재,A001380,SG글로벌
CD,임의소비재,A001420,태원물산
CD,임의소비재,A001460,BYC
CD,임의소비재,A001530,DI동일
CD,임의소비재,A001620,케이비아이동국실업
CD,임의소비재,A002070,비비안
CD,임의소비재,A002170,삼양통상
CD,임의소비재,A002350,넥센타이어
CD,임의소비재,A002450,삼익악기
CD,임의소비재,A002700,신일전자
CD,임의소비재,A002880,대유에이텍
CD,임의소비재,A002920,유성기업
CD,임의소비재,A003200,일신방직
CD,임의소비재,A003610,방림
CD,임의소비재,A003620,KG모빌리티
CD,임의소비재,A003800,에이스침대
CD,임의소비재,A003830,대한화섬
CD,임의소비재,A004060,SG세계물산
CD,임의소비재,A004100,태양금속
CD,임의소비재,A004170,신세계
CD,임의소비재,A004270,남성
CD,임의소비재,A004490,세방전지
CD,임의소비재,A004590,한국가구
CD,임의소비재,A004700,조광피혁
CD,임의소비재,A004840,DRB동일
CD,임의소비재,A005030,부산주공
CD,임의소비재,A005320,온타이드
CD,임의소비재,A005380,현대차
CD,임의소비재,A005390,신성통상
CD,임의소비재,A005710,대원산업
CD,임의소비재,A005720,넥센
CD,임의소비재,A005800,신영와코루
CD,임의소비재,A005850,에스엘
CD,임의소비재,A006060,화승인더
CD,임의소비재,A006370,대구백화점
CD,임의소비재,A006660,삼성공조
CD,임의소비재,A006730,서부T&D
CD,임의소비재,A007340,DN오토모티브
CD,임의소비재,A007680,대원
CD,임의소비재,A007700,F&F홀딩스
CD,임의소비재,A007720,소노스퀘어
CD,임의소비재,A007860,서연
CD,임의소비재,A007980,TP
CD,임의소비재,A008290,원풍물산
CD,임의소비재,A008370,원풍
CD,임의소비재,A008500,일정실업
CD,임의소비재,A008600,윌비스
CD,임의소비재,A008700,아남전자
CD,임의소비재,A008770,호텔신라
CD,임의소비재,A008830,대동기어
CD,임의소비재,A009140,경인전자
CD,임의소비재,A009240,한샘
CD,임의소비재,A009270,신원
CD,임의소비재,A009320,아진전자부품
CD,임의소비재,A009680,모토닉
CD,임의소비재,A009900,명신산업
CD,임의소비재,A009970,영원무역홀딩스
CD,임의소비재,A010100,한국무브넥스
CD,임의소비재,A010580,에스엠벡셀
CD,임의소비재,A010600,웰바이오텍
CD,임의소비재,A010690,화신
CD,임의소비재,A010770,평화홀딩스
CD,임의소비재,A011080,형지I&C
CD,임의소비재,A011090,에넥스
CD,임의소비재,A011210,현대위아
CD,임의소비재,A011300,성안머티리얼스
CD,임의소비재,A011320,유니크
CD,임의소비재,A011330,유니켐
CD,임의소비재,A012200,계양전기
CD,임의소비재,A012280,영화금속
CD,임의소비재,A012330,현대모비스
CD,임의소비재,A012860,모베이스전자
CD,임의소비재,A013310,아진산업
CD,임의소비재,A013520,화승코퍼레이션
CD,임의소비재,A013720,CBI
